Iteration,Best Fitness,AVG Fitness,Worst Fitness,Prey Conflicts,Prey Total Color,Worst Conflicts,Worst Total Color
384,64.800000,52.971000,41.500000,1,5,27,4
385,64.800000,52.488000,42.400000,1,5,26,4
386,64.800000,52.498000,44.200000,1,5,24,4
387,64.800000,52.332000,40.500000,1,5,28,5
388,64.800000,52.662000,44.100000,1,5,24,5
389,64.800000,51.745000,44.200000,1,5,24,4
390,64.800000,52.879000,45.000000,1,5,23,5
391,64.800000,52.715000,42.300000,1,5,26,5
392,64.800000,52.457000,44.100000,1,5,24,5
393,64.800000,52.018000,43.200000,1,5,25,5
394,64.800000,53.445000,45.000000,1,5,23,5
395,64.800000,52.354000,43.300000,1,5,25,4
396,64.800000,52.323000,41.500000,1,5,27,4
397,64.800000,52.583000,37.900000,1,5,31,4
398,64.800000,52.309000,44.100000,1,5,24,5
399,64.800000,51.943000,42.300000,1,5,26,5
400,64.800000,52.319000,43.300000,1,5,25,4
401,64.800000,52.714000,39.600000,1,5,29,5
402,64.800000,52.839000,42.400000,1,5,26,4
403,64.800000,52.163000,45.000000,1,5,23,5
404,64.800000,52.539000,38.700000,1,5,30,5
405,64.800000,52.194000,45.900000,1,5,22,5
406,64.800000,52.360000,45.100000,1,5,23,4
407,64.800000,52.398000,43.200000,1,5,25,5
408,64.800000,52.184000,42.400000,1,5,26,4
409,64.800000,52.774000,44.200000,1,5,24,4
410,64.800000,52.433000,44.100000,1,5,24,5
411,64.800000,52.532000,42.400000,1,5,26,4
412,64.800000,52.210000,41.400000,1,5,27,5
413,64.800000,52.215000,43.300000,1,5,25,4
414,64.800000,51.850000,44.100000,1,5,24,5
415,64.800000,52.547000,44.100000,1,5,24,5
416,64.800000,51.758000,44.200000,1,5,24,4
417,64.800000,51.671000,44.100000,1,5,24,5
418,64.800000,52.385000,44.200000,1,5,24,4
419,64.800000,52.183000,44.100000,1,5,24,5
420,64.800000,52.396000,41.400000,1,5,27,5
421,64.800000,52.698000,43.200000,1,5,25,5
422,64.800000,52.474000,45.900000,1,5,22,5
423,64.800000,52.801000,45.000000,1,5,23,5
424,64.800000,52.293000,44.100000,1,5,24,5
425,64.800000,52.685000,45.000000,1,5,23,5
426,64.800000,51.596000,41.400000,1,5,27,5
427,64.800000,52.627000,44.100000,1,5,24,5
428,64.800000,52.727000,42.300000,1,5,26,5
429,64.800000,51.922000,39.700000,1,5,29,4
430,64.800000,53.015000,45.000000,1,5,23,5
431,64.800000,52.426000,43.300000,1,5,25,4
432,64.800000,52.535000,44.100000,1,5,24,5
433,64.800000,52.108000,43.300000,1,5,25,4
434,64.800000,52.944000,45.000000,1,5,23,5
435,64.800000,52.476000,42.300000,1,5,26,5
436,64.800000,51.997000,40.600000,1,5,28,4
437,64.800000,51.931000,44.200000,1,5,24,4
